ids,questions
933,"Quais são os requisitos documentais para um estudante da USP passar diretamente do Mestrado para o Doutorado sem passar por outro processo seletivo?"
1218,"Qual entidade da USP tem o dever de organizar e notificar sobre as reuniões regulares ou especiais, e qual é o prazo mínimo de aviso prévio necessário para essas convocações?"
37,"Qual é o período máximo permitido para que um candidato ao doutorado, registrado até a data de implementação do Estatuto da USP, finalize seus estudos de doutorado?"
1416,"Em quais datas os estudantes podem se inscrever para serem monitores na USP, de acordo com as regras mais recentes?"
898,"Qual é o limite de tempo estabelecido para a entrega da tese de doutoramento na Universidade de São Paulo, seja para indivíduos que já possuem um mestrado ou para aqueles que entram diretamente no programa de Doutorado, e existe a possibilidade de estender esse limite?"
1523,"Quais são as componentes e os pesos atribuídos a cada uma delas no processo de seleção para Livre-Docência na USP?"
1153,"Como é estruturado o processo seletivo para o cargo de Professor Doutor na USP, incluindo o número de etapas e o peso de cada prova envolvida?"
1513,"Qual é a finalidade do Regimento Interno da EACH na USP?"
1541,"Qual é o procedimento para a criação de novos cargos para professores na USP e quais critérios devem ser atendidos para tal proposição?"
1240,"Como é definida a estrutura da Comissão de Inclusão e Pertencimento do IP na USP em termos de membros, duração dos mandatos e possibilidade de membros serem reconduzidos aos seus cargos?"
1511,"Quais tarefas estão a cargo dos Procuradores situados nos campi fora da capital na Universidade de São Paulo?"
1225,"Quanto tempo, no mínimo e no máximo, pode durar a prova de erudição conforme as regras estabelecidas pela USP?"
1136,"Quais são os critérios necessários para obter uma segunda emissão de diploma na USP caso este tenha sido perdido?"
1440,"Quais são as atribuições designadas ao Diretor de uma Unidade na USP de acordo com as normas institucionais?"
1087,"Quais são os requisitos para formar a Comissão Científica do CEBIMar de acordo com as normas estabelecidas em seu estatuto?"
1415,"Quanto tempo é permitido para cada examinador durante as provas de arguição nos processos seletivos para os cargos de Professor Doutor, Livre-Docência e Professor Titular na USP, e em que circunstâncias é aceitável que haja interação verbal entre o avaliador e o candidato?"
1565,"Como o GACInt contribui para o fomento e disseminação de conhecimentos sobre relações internacionais na Universidade de São Paulo?"
1404,"Por quanto tempo os professores eleitos pela Congregação desempenham suas funções na Comissão de Pesquisa da USP e podem eles ser reeleitos para o mesmo cargo?"
1549,"Quais são os indivíduos autorizados a estar presentes nas reuniões do Conselho Técnico-Administrativo da Escola Superior de Agricultura Luiz de Queiroz sem possuir o direito de votar?"
891,"Qual é o limite de tempo estabelecido pela USP para a entrega da dissertação de Mestrado?"
1493,"Qual é a pessoa responsável por publicar informações e utilizar o nome e imagens do HRAC em comunicações?"
607,"Quais funções o Reitor da USP é encarregado de realizar de acordo com as normas da instituição?"
1624,"Quais são os elementos avaliados e a importância de cada um deles no processo de seleção para o cargo de Professor Doutor na USP, caso o concurso seja feito em uma única etapa?"
48,"Qual é a finalidade do ciclo inicial nos programas de graduação da Universidade de São Paulo, de acordo com as diretrizes institucionais?"
598,"Como um funcionário da USP pode retomar suas atividades antes do término de uma licença e sob quais condições ele pode usufruir do período restante dessa licença?"
644,"Qual é o número de candidatos por vaga chamados na etapa inicial do processo de transferência externa para a maioria dos cursos oferecidos pela USP, e qual curso apresenta uma proporção diferente?"
1261,"Quais são as responsabilidades atribuídas à Comissão de Inclusão e Pertencimento da Faculdade de Odontologia de Bauru pela Universidade de São Paulo?"
581,"Qual é o papel do pregoeiro em processos de pregão na Universidade de São Paulo e quais são suas responsabilidades específicas?"
615,"Qual é o período fixado para a realização do Festival de Arte e Cultura da USP todos os anos e qual órgão ficará encarregado de sua organização?"
32,"Qual órgão da USP tem a autoridade para determinar, com base nas propostas dos Departamentos, se os programas de estudo relacionados a uma única matéria são considerados disciplinas separadas?"
1102,"Qual é o papel do Conselho Diretor no que diz respeito à ratificação e alterações dos estatutos do Instituto de Estudos Avançados da Universidade de São Paulo?"
33,"Quais obrigações estão atribuídas ao Reitor da USP de acordo com o estatuto da universidade?"
1345,"Quais são as etapas que devem ser seguidas para garantir que os processos de avaliação de equivalência sejam amplamente divulgados após receberem o aval do Conselho de Graduação na USP?"
1254,"Qual é a finalidade do CEPIx, programa estabelecido pela USP, em relação às atividades de pesquisa e inovação?"
1549,"Como é determinada a composição dos membros docentes na Congregação da ESALQ, de acordo com as normas estabelecidas pela USP?"
1511,"Quais são as atribuições designadas aos Procuradores Chefes na USP de acordo com as regras estabelecidas?"
873,"Qual é a quantidade mínima de créditos necessária para finalizar o doutorado direto na USP e qual é a divisão desses créditos entre atividades de disciplinas e elaboração da tese?"
822,"Quais são os requisitos necessários para que um professor ou profissional do setor privado seja aprovado ou tenha sua aprovação renovada como orientador na Universidade de São Paulo?"
1208,"Quais são as obrigações do Coordenador em termos de fomentar atividades e facilitar a comunicação dentro e fora da USP, de acordo com um documento normativo da instituição?"
1104,"Quais funções são atribuídas à CRint na USP para promover sua presença e interações no cenário internacional?"
1027,"Quais critérios extras são avaliados para a renovação do credenciamento de professores no Programa de Pós-Graduação em Meios e Processos Audiovisuais na Universidade de São Paulo?"
1373,"Quem é responsável pela elaboração e aprovação dos conteúdos programáticos dos processos seletivos para docentes na USP, e como esses conteúdos são desenvolvidos?"
916,"Quais critérios um orientador de fora da USP deve atender para ser aprovado em um programa de pós-graduação da universidade?"
894,"Quais são os requisitos necessários para que um professor seja integralmente credenciado como orientador de mestrado no Programa de Pós-graduação em Design da USP?"
774,"Quais critérios são adotados para avaliar o projeto de pesquisa e o histórico acadêmico e profissional dos candidatos na fase inicial de seleção para o programa de doutorado em Educação na Universidade de São Paulo?"
1379,"É permitido que professores visitantes e colaboradores participem das eleições para os Colegiados da USP, seja votando ou sendo candidatos?"
1020,"Quais critérios devem ser atendidos para apresentar dissertações ou teses na USP?"
1579,"Quais são as qualificações necessárias para alguém atuar como coorientador nos programas de Pós-Graduação da USP, e sob quais circunstâncias específicas é permitido nomear um coorientador que não atenda a esses critérios?"
1610,"Qual é o propósito da Faculdade de Direito de acordo com suas normas internas?"
883,"Quais testes de proficiência em inglês são reconhecidos pela USP para admissão em seus cursos de mestrado e doutorado, e qual é o padrão mínimo de proficiência, conforme o CEFR, necessário para cada um desses níveis acadêmicos?"
607,"Quais são as atribuições fundamentais do Conselho de Cultura e Extensão Universitária na Universidade de São Paulo?"
1599,"Como é determinada a formação e o período de mandato dos integrantes da Comissão de Relações Internacionais na Faculdade de Zootecnia e Engenharia de Alimentos na Universidade de São Paulo?"
1436,"Qual é o valor mínimo de pontuação que um participante precisa alcançar na avaliação escrita para seguir adiante em um processo seletivo de duas etapas na USP?"
1093,"Quais são as metas estabelecidas para o Museu de Arte Contemporânea (MAC) da USP em termos de suas funções e atividades?"
1491,"Por quanto tempo o presidente e o suplente da Comissão de Pós-Graduação (CPG) no campus de Bauru da USP podem permanecer em seus cargos, e eles podem ser reeleitos para os mesmos cargos?"
1468,"Quais são os procedimentos e critérios utilizados para a contratação de Auxiliares de Ensino e Assistentes na Escola Politécnica da Universidade de São Paulo?"
691,"Para obter o grau de Mestre na USP, qual é o número necessário de créditos em disciplinas que um estudante deve acumular e qual fração destes precisa ser cursada especificamente no Programa de Pós-Graduação em Entomologia?"
1103,"Como é definida a formação da Comissão Eleitoral que organiza as eleições para lideranças de um instituto na USP, de acordo com as normas estabelecidas?"
766,"Quais são as exigências estabelecidas pela USP para que um professor possa ser integralmente habilitado como orientador em um programa de pós-graduação?"
783,"Dentro de quanto tempo os estudantes de Mestrado na USP precisam comprovar conhecimento em Inglês após se matricularem?"
916,"Quais critérios um orientador de fora da USP deve atender para ser aprovado em um programa de pós-graduação?"
879,"Em quanto tempo um estudante de Mestrado na USP tem para se candidatar ao Doutorado Direto se estiver considerando uma mudança de programa?"
1576,"Quais são os requisitos necessários para um aluno obter uma extensão do prazo para a entrega de sua Dissertação ou Tese na Universidade de São Paulo?"
1405,"Como é formada a Comissão de Pesquisa na USP e por quanto tempo seus integrantes permanecem em seus cargos?"
1417,"Quais são as tarefas que um aluno monitor na USP não pode realizar sob nenhuma circunstância, visto que são de competência apenas dos professores?"
1580,"Como são estabelecidos os critérios para formar a comissão avaliadora de teses e dissertações na USP, e quais são as exceções e limitações a essas regras?"
1498,"Como é determinada a formação da Comissão de Pesquisa e Inovação na Universidade de São Paulo?"
859,"Quais são os requisitos mínimos de pontuação em testes de proficiência em inglês, como TOEFL, IELTS, CAMBRIDGE, TOEIC e MICHIGAN, que um estudante de mestrado precisa atender para ser aceito na USP?"
1603,"Por quanto tempo os professores podem servir na Comissão de Cultura e Extensão Universitária da USP e eles podem ser reconduzidos ao cargo após o término do mandato?"
1090,"Como ocorrem as convocações para as reuniões do Conselho Deliberativo, tanto as ordinárias quanto as extraordinárias, e qual é a periodicidade das sessões ordinárias?"
925,"Para serem aprovados nos Programas de Mestrado ou Doutorado na USP, qual é a pontuação mínima que os participantes precisam alcançar em cada etapa do processo de seleção?"
165,"Quais motivos podem ocasionar o término de uma bolsa de pós-doutorado na USP, de acordo com as diretrizes da Portaria relevante?"
953,"Quais são os requisitos de proficiência em língua estrangeira para alunos de pós-graduação em um programa específico na USP, incluindo a língua exigida e como a proficiência pode ser comprovada?"
68,"Qual é o resultado para estudantes que falham em validar sua presença ou não se apresentam para as entrevistas da segunda etapa de seleção na Escola Politécnica da USP?"
603,"Qual é o processo utilizado pela USP para estabelecer a equivalência entre os cargos e funções dos servidores que optam por eles e as diferentes modalidades e classes de funções autárquicas, e quem é responsável por essa determinação?"
1353,"Quais funções são designadas aos Departamentos na USP de acordo com as normas da instituição?"
1363,"Quais são as responsabilidades designadas para a Superintendência de Tecnologia da Informação (STI) na USP?"
610,"Quais critérios um estudante deve atender para ser aceito nos programas de graduação oferecidos pela USP?"
1604,"Quais são os documentos e procedimentos necessários para a realização de concursos destinados ao preenchimento de vagas e promoção na carreira dentro da USP?"
858,"Qual é o valor mínimo que um candidato deve alcançar para ser aprovado em um exame de seleção na Universidade de São Paulo?"
1116,"Quais são as metas principais estabelecidas pela Pró-Reitoria de Inclusão e Pertencimento da USP para promover a diversidade e o bem-estar na comunidade universitária?"
612,"Em quanto tempo os Conselhos Centrais da Universidade de São Paulo devem preparar e apresentar seus Regimentos ao Conselho Universitário, e que tipo de diretrizes devem estabelecer nestes Regimentos?"
1329,"Qual é o procedimento para a convocação regular de reuniões do Conselho Gestor na USP e em que circunstâncias os membros deste Conselho têm o direito de solicitar uma reunião extraordinária?"
1483,"Quem define e aprova o conteúdo do programa de seleção para matrícula em cursos na USP?"
4,"Em que data foi promulgado o decreto que eliminou as cláusulas do Estatuto e do Regimento Geral da USP que permitiam a inscrição simultânea em diversos cursos, e qual foi esse decreto?"
686,"Em quanto tempo um coorientador deve ser credenciado para um mestrando na Universidade de São Paulo?"
644,"Quais são as consequências para um candidato que não cumprir com as regras estabelecidas ou ignorar as orientações fornecidas no Manual da Transferência para o Exame de Transferência Externa da USP nos anos de 2024 e 2025?"
861,"Quantos alunos de pós-graduação, no máximo, um indivíduo buscando credenciamento específico pode orientar ao mesmo tempo na USP?"
820,"Quais critérios são utilizados pela USP para validar a proficiência em inglês de candidatos a processos seletivos e há alguma dispensa para candidatos estrangeiros que falam inglês como primeira língua?"
1628,"Quanto tempo os interessados têm para registrar suas candidaturas para os cargos de Presidente e Vice-Presidente da Comissão de Pesquisa e Inovação na USP, e qual é o procedimento caso não sejam recebidas pelo menos duas candidaturas dentro desse intervalo?"
1256,"Quais são os encarregados de submeter propostas ao Comitê Gestor do RCGI e de executar as decisões tomadas por este órgão na USP?"
749,"Qual é a exigência básica para um professor ser habilitado como orientador de mestrado na Universidade de São Paulo?"
603,"Quais são os critérios para a composição da Comissão Permanente que avalia alterações no Estatuto da USP e qual é a autoridade responsável por nomear seus integrantes?"
1262,"Quais são as atribuições da Comissão de Coordenação de Curso (CoC) no que diz respeito ao desenvolvimento e avaliação do projeto político pedagógico de um curso na Universidade de São Paulo, de acordo com as diretrizes atualizadas?"
1574,"Qual entidade tem a função de validar e tornar pública a lista de aprovados para os cursos de Pós-Graduação na Universidade de São Paulo?"
704,"Sob quais circunstâncias um estudante de pós-graduação pode ser excluído de seu programa na USP?"
1614,"Qual é o período estipulado para se inscrever no processo de seleção para livre-docência na Universidade de São Paulo?"
1442,"Como ocorre o processo de seleção e quais são as exigências para se tornar um Auxiliar de Ensino ou Assistente na USP?"
1607,"Como são escolhidos o presidente e o vice-presidente da Comissão de Pesquisa e Inovação da USP, e qual é o critério para definir a quantidade de professores de cada departamento que podem fazer parte dessa comissão?"
40,"Quais obrigações o Diretor Presidente da Editora da Universidade de São Paulo tem no que diz respeito à gestão de publicações e operações de livraria dentro da instituição?"
1591,"Quais são os requisitos estabelecidos para a seleção de monitores estudantis na Universidade de São Paulo segundo as diretrizes atualizadas?"
1590,"Como é distribuída a pontuação das avaliações no processo seletivo para a posição de professor titular na USP, de acordo com as normas mais recentes?"
1434,"Como é composto o Conselho do Departamento na Universidade de São Paulo e qual o processo para a escolha de seus integrantes?"
1345,"Como a Universidade de São Paulo avalia e aceita diplomas de graduação de universidades estrangeiras para revalidação?"
1407,"Quais são as fases do processo seletivo para Professor Doutor na Universidade de São Paulo e como são distribuídos os valores para cada uma dessas fases?"
172,"Como são escolhidos os bolsistas para o programa de pós-doutorado na Faculdade de Direito da USP, e quais critérios são utilizados nesse processo?"
925,"Para a conclusão do Mestrado na USP, qual é o número mínimo de créditos exigidos tanto para a dissertação quanto para as disciplinas cursadas pelo aluno?"
787,"Quais são os requisitos documentais para realizar o depósito digital de dissertações ou teses através do Sistema Janus na Universidade de São Paulo?"
1394,"Por quanto tempo os estudantes podem servir como representantes discentes no Conselho Departamental da USP e eles podem ser reeleitos para períodos adicionais?"
1461,"Por quanto tempo um estudante pode atuar como monitor na USP e qual é o número máximo de vezes que ele pode ser reeleito para essa posição durante um semestre?"
691,"Qual é o número máximo de créditos especiais que um estudante pode obter ao se envolver no Programa de Aperfeiçoamento do Ensino (PAE) na USP?"
896,"Qual é o número de cópias digitais de uma dissertação de Mestrado que devem ser entregues à USP, e sob quais condições são exigidas cópias físicas adicionais?"
1254,"Qual é o requisito mínimo de tempo de participação no Programa da FAPESP para que os CEPIDs localizados na USP possam acessar os benefícios descritos na resolução em questão?"
1361,"Quais critérios uma organização deve atender para se tornar associada à USP e qual é o processo de avaliação dessa associação?"
907,"Quanto tempo um estudante pode falar sobre seu projeto de pesquisa em uma apresentação oral durante a avaliação na Universidade de São Paulo?"
1117,"Com que frequência o Conselho de Inclusão e Pertencimento (CoIP) da Universidade de São Paulo se encontra em sessões ordinárias, e quais são os critérios para a convocação de sessões extraordinárias?"
66,"Qual é o processo para a criação e provimento de posições na USP e seus Institutos associados?"
978,"Quais são as exigências de produção intelectual para que um professor seja habilitado a orientar no Programa, e de que maneira se avalia a relevância e inovação dessa produção?"
1525,"Quais funções o CoCEx desempenha no âmbito das iniciativas de cultura e extensão na Universidade de São Paulo?"
965,"Com qual frequência o comitê de Pós-Graduação da USP deve encontrar-se com o estudante ao longo do programa e qual é a exigência quanto ao tempo para a realização do primeiro encontro?"
985,"De acordo com as diretrizes de credenciamento da USP, qual é a faixa de estudantes que um professor deve supervisionar como orientador específico em um Programa de Pós-Graduação?"
1151,"Quais são as responsabilidades e tarefas específicas relacionadas a museologia que um museu deve integrar em sua equipe técnica conforme as diretrizes da USP?"
933,"Quais critérios são considerados durante a avaliação do Exame de Qualificação para alunos de pós-graduação na Universidade de São Paulo?"
1589,"Quais funções a Comissão da Biblioteca desempenha no Instituto de Ciências Matemáticas e de Computação (ICMC) da Universidade de São Paulo?"
289,"Quais são os diferentes grupos de trabalho que fazem parte da Comissão da USP e como é organizada a liderança desses grupos?"
1529,"Qual é a proporção de alunos em comparação com professores nas Comissões de Coordenação de Curso e na Comissão de Pós-Graduação na Faculdade de Odontologia de Bauru da USP, e por quanto tempo os estudantes podem servir como representantes nessas comissões?"
1282,"Quem tem a autoridade para impor penalidades como advertências, multas e a proibição de participar de licitações e contratações com entidades administrativas do Estado de São Paulo na USP, e quem detém o poder de declarar uma entidade inapta para licitar ou contratar com qualquer órgão público, seja ele direto ou indireto, em todos os níveis de governo?"
835,"Como os estudantes de pós-graduação stricto sensu devem proceder para realizar o depósito digital de suas teses e dissertações na USP?"
8,"Qual é o papel do Conselho de Reitores das Universidades Estaduais Paulistas de acordo com o decreto de 2 de fevereiro de 1989 no que diz respeito à gestão orçamentária e política salarial nas universidades estaduais de São Paulo?"
1446,"Qual é a finalidade dos programas acadêmicos oferecidos pela Faculdade de Filosofia, Letras e Ciências Humanas na USP?"
1345,"Como a Comissão de Graduação da USP determina se um diploma estrangeiro é equivalente aos padrões acadêmicos da universidade durante o processo de revalidação?"
1273,"Quais comissões estão habilitadas a oferecer suporte nas decisões tomadas pela Congregação, de acordo com o que determina o regulamento da Universidade de São Paulo?"
593,"Sob quais circunstâncias um empregado da USP pode ser liberado da obrigação de marcar ponto, conforme as regras da universidade?"
1393,"Qual é o papel do Conselho Técnico-Administrativo da USP quanto à programação horária das disciplinas?"
1220,"Qual é o procedimento para a formação das Comissões Julgadoras encarregadas dos processos seletivos para as posições de professor doutor e professor titular, além da concessão do título de livre-docente na Universidade de São Paulo?"
741,"Quanto tempo um estudante de Mestrado na USP tem para entregar sua dissertação e sob quais circunstâncias é permitido pedir um tempo adicional?"
701,"Quais são os padrões de avaliação estabelecidos para os interessados em ingressar no programa de Doutorado Direto na USP, especificamente em relação à experiência em iniciação científica, participação em eventos acadêmicos e contribuições para revistas científicas?"
532,"Quais são os setores da USP autorizados a receber a delegação do Coordenador de Administração Geral para firmar termos de compromisso de serviço voluntário e seus possíveis adendos de extensão?"
53,"Qual é o procedimento adotado pela USP para resolver um empate na avaliação de candidatos a Professor Titular durante um concurso?"
1241,"Como é determinada a estrutura e o período de serviço dos integrantes da Comissão de Inclusão e Pertencimento do Instituto de Química da USP?"
707,"Quais documentos um aluno de doutorado deve apresentar ao realizar o depósito de sua tese na Universidade de São Paulo?"
1480,"Quais são as atribuições definidas para a Comissão de Inclusão e Pertencimento (CIP) conforme a regulamentação da Universidade de São Paulo?"
10,"Quais disciplinas são ministradas pelo Instituto de Educação da Universidade de São Paulo, conforme estabelecido no regulamento, na parte que trata sobre sua estrutura curricular?"
1347,"Quais são as unidades que fazem parte do conjunto conhecido como Quadrilátero Saúde/Direito na USP?"
827,"Qual é o procedimento para a entrega de dissertações ou teses em formato digital na USP e qual é a responsabilidade do orientador nesse processo?"
725,"Quais critérios um estudante do Mestrado Profissional USP-IDPC deve atender para se candidatar ao Exame de Qualificação?"
30,"Quais são os principais meios pelos quais a Universidade de São Paulo obtém seus recursos financeiros, de acordo com suas normas internas?"
877,"Qual é a composição da Comissão Coordenadora de Programa (CCP) do Programa de Pós-Graduação em Ecologia na Universidade de São Paulo em termos de membros titulares e suplentes, e quais são os critérios para a escolha do coordenador e do suplente do coordenador?"
1029,"Qual é o limite de tempo estabelecido para submeter as versões revisadas de Teses ou Dissertações em formato eletrônico na ECA-USP depois de realizada a defesa?"
844,"Quais requisitos devem ser atendidos para que dissertações e teses possam ser submetidas em formato de artigos na Universidade de São Paulo?"
1471,"Quais tarefas estão sob a gestão da Seção de Livraria Virtual da Editora da Universidade de São Paulo?"
1612,"Quais são as metas estabelecidas pela Universidade de São Paulo em suas estratégias de inclusão e diversidade para beneficiar seus membros acadêmicos?"
657,"Por quanto tempo os candidatos ao Doutorado em Língua Espanhola ou Estudos da Tradução precisam fazer a prova na USP e qual é o idioma exigido para a realização dessa prova?"
969,"Quais elementos devem compor o Relatório de Qualificação para o Exame de Qualificação na Universidade de São Paulo?"
1102,"Quais são as atividades-chave realizadas pelo Instituto de Energia e Ambiente (IEE) da Universidade de São Paulo para cumprir com suas obrigações, de acordo com o que é determinado em seu estatuto?"
51,"Quais são as entidades encarregadas de criar os projetos de extensão comunitária na USP e qual é o processo de aprovação desses projetos?"
737,"Quais critérios um candidato deve atender para se candidatar ao programa de Doutorado em Saúde Global e Sustentabilidade na USP e quais são os documentos necessários para completar a inscrição?"
839,"Quais documentos devem ser apresentados para realizar o depósito digital de teses ou dissertações na Universidade de São Paulo através do sistema Janus?"
839,"Quais requisitos devem ser atendidos por professores da USP que pretendem se tornar orientadores de estudantes em projetos de iniciação científica nas disciplinas de Química e Educação?"
928,"Quais critérios devem ser seguidos para a submissão de Teses e Dissertações na Universidade de São Paulo, de acordo com as normas do seu Regimento de Pós-Graduação?"
636,"Como a USP organiza a distribuição de vagas para os participantes do ENEM-USP 2024, e qual é o procedimento para alocar as vagas que não são preenchidas inicialmente?"
621,"Sob quais circunstâncias o NACE pode ser encerrado na USP?"
749,"Quais requisitos um docente deve atender para se tornar orientador de Doutorado e Doutorado Direto na Universidade de São Paulo?"
994,"Quais critérios são utilizados pela USP para avaliar a elegibilidade de professores para atuarem como orientadores, seja em um primeiro credenciamento ou em processos de renovação?"
1598,"Qual é o procedimento para a representação da FZEA no Conselho de Pesquisa e Inovação da USP e o que se deve fazer quando o representante atual deixa o cargo?"
814,"Quais documentos um candidato precisa apresentar para se candidatar ao mestrado na USP, de acordo com as regras estabelecidas?"
1572,"Com qual frequência o CoPGr e as Câmaras da USP realizam reuniões ordinárias ao longo de um semestre acadêmico, e qual é o procedimento para a convocação dessas reuniões?"
1306,"Com quanto tempo de antecedência, no mínimo, deve ser divulgado o edital para a eleição do Chefe e do Vice-Chefe de Departamento na Universidade de São Paulo?"
1537,"Quais indivíduos são considerados membros essenciais para compor o Conselho do Departamento na USP, de acordo com as normas estabelecidas pelo estatuto?"
1120,"Qual é o procedimento adotado pela USP em suas seleções quando não existem candidatos qualificados com o título de Mestre disponíveis para a segunda fase de avaliações ou se todos os qualificados não aceitam o convite para contratação?"
927,"Quais são os requisitos necessários para que um professor seja considerado um orientador pleno em programas de pós-graduação na Universidade de São Paulo?"
582,"Quais são as obrigações atribuídas ao gestor de contrato pela Portaria da USP em termos de acompanhamento e fiscalização do contrato?"
630,"Qual é o procedimento que deve ser seguido por um candidato que recebeu aprovação na sua opção primária de curso durante o Vestibular da FUVEST 2024, especialmente em relação ao processo de matrícula?"
749,"Quais requisitos um docente deve atender para se tornar orientador de Doutorado e Doutorado Direto na Universidade de São Paulo?"
76,"Qual será o resultado para os funcionários da USP que falharem em entregar a Declaração de Quitação ou um documento similar que comprove o pagamento das mensalidades do plano de saúde relacionado ao Auxílio-Saúde?"
43,"Quais objetivos a COSEAS busca alcançar dentro da Universidade de São Paulo em relação à saúde e assistência social?"
990,"Como se distinguem os tipos de credenciamento de orientadores na Universidade de São Paulo, sendo um deles o pleno e o outro específico?"
1275,"Quais são os limites de tempo estabelecidos para se inscrever em concursos para a posição de Professor Doutor na Universidade de São Paulo e qual órgão é responsável por autorizar o início dessas inscrições?"
1110,"Quais são as responsabilidades atribuídas às Comissões de Graduação, Pós-Graduação, Pesquisa, Cultura e Extensão Universitária na USP em relação à implementação de políticas e programas acadêmicos?"
611,"Quais são os membros que compõem o grupo de alunos na USP?"
1570,"Qual é o procedimento necessário para que um professor possa integrar grupos de apoio localizados em diferentes Unidades da USP?"
1612,"Quais são as metas fundamentais das iniciativas de inclusão e diversidade promovidas pela USP?"
1545,"Por quanto tempo os professores, desconsiderando o presidente e o vice-presidente, podem servir nas Comissões de Graduação, Pesquisa e Inovação, de Cultura e Extensão Universitária, e de Inclusão e Pertencimento da USP, e eles podem ser reconduzidos ao cargo?"
21,"Quais são as entidades e suas subdivisões que integram a estrutura da Reitoria na USP, conforme estabelecido nos seus estatutos?"
1547,"Quais são as funções principais desempenhadas pelo Serviço de Museologia da USP em relação ao seu acervo e atividades culturais?"
72,"Como é estruturado o processo de admissão na Escola Politécnica da USP e quais são as entidades encarregadas de cada fase desse processo?"
1335,"Quais especialidades estão disponíveis nos programas de Residência Médica da USP conforme descrito na resolução?"
704,"Sob quais circunstâncias um estudante de pós-graduação pode ser excluído de seu curso na USP?"
864,"Qual é a composição e o período de mandato dos membros da Comissão Coordenadora do Programa de Pós-Graduação em História Social na FFLCH, incluindo tanto titulares quanto suplentes?"
21,"Em situações onde o Reitor da USP não pode exercer suas funções ou quando há uma vacância no cargo, quem assume suas responsabilidades até que um novo titular seja nomeado?"
1093,"Quais são as metas estabelecidas para o Museu de Arte Contemporânea (MAC) da USP em termos de suas funções e atividades principais?"
675,"Quais critérios um aluno deve atender para se candidatar ao exame de qualificação de Mestrado na Universidade de São Paulo, de acordo com as diretrizes estabelecidas pelo programa?"
867,"Quais informações são essenciais para incluir na frente e no verso da capa de uma dissertação de Mestrado apresentada na USP?"
1461,"Quais são os passos a serem seguidos para estabelecer Centros ou Núcleos em uma Unidade ou Departamento da USP, e quais entidades devem dar sua aprovação aos estatutos desses Centros ou Núcleos?"
1579,"Em que documentos da USP estão estabelecidos os requisitos para se tornar um orientador pleno ou específico e para manter essa qualificação?"
596,"Em que momento um funcionário da USP passa a ter direito ao benefício do salário-família para sua esposa e dependentes, e em que circunstâncias esse benefício é interrompido?"
761,"Quais componentes são necessários para compor uma dissertação de mestrado segundo as normas estabelecidas pelo Sistema Integrado de Bibliotecas da USP?"
1512,"Como a nova norma da USP alterou o título e as responsabilidades do Procurador Chefe?"
1559,"Quais são as diferentes formas aceitas para a execução de uma prova prática em concursos realizados pela USP, de acordo com as normas estabelecidas?"
52,"Como são avaliados os candidatos a Professor Assistente na USP segundo as regras estabelecidas?"
638,"Qual será a mudança na situação de matrícula de um participante do Processo Seletivo ENEM-USP 2024, que, estando inicialmente na condição [M], não receber convocação para realocação até a segunda chamada?"
45,"Qual é a figura que o Diretor da Universidade de São Paulo tem a autoridade de nomear para o auxílio em suas funções?"
580,"Qual é a finalidade da regra de segregação de funções na nomeação de funcionários públicos pela Universidade de São Paulo?"
741,"Quais tipos de inscrição o PPGCOM da USP disponibiliza para candidatos a alunos regulares em seus processos de seleção?"
1585,"Quais são as responsabilidades designadas ao Diretor do ICMC conforme estabelecido pelo seu regimento interno, incluindo as modificações introduzidas pela Resolução 8503/2023?"
1349,"Quem faz parte da composição dos Conselhos Centrais na USP, de acordo com as regras vigentes?"
1107,"Qual é a frequência mínima de reuniões ordinárias do Conselho Deliberativo da USP por ano e qual é o maior período permitido entre essas reuniões?"
900,"Quais critérios são necessários para que um professor seja aprovado ou mantido como orientador na Universidade de São Paulo?"
1151,"Quais fundamentos orientam as práticas de gestão acadêmica e administrativa no Museu de Arqueologia e Etnologia da Universidade de São Paulo?"
1586,"Como é formada a Comissão de Graduação no ICMC, considerando os requisitos para os professores e a inclusão de estudantes?"
1308,"Durante o processo de seleção para Professor Titular na USP, quais aspectos são considerados na avaliação da prova de arguição e na análise dos títulos dos candidatos?"
1447,"Qual é o tempo máximo estabelecido para cada examinador na avaliação do memorial em um processo de seleção para livre-docência na USP, e qual é o período de tempo disponibilizado ao candidato para sua resposta?"
1256,"Quais são os critérios para envolvimento e elegibilidade para receber bolsas de estudo no RCGI da USP?"
1107,"Quais funções o conselho do Museu Paulista exerce no que diz respeito à administração de professores e funcionários técnico-administrativos?"
597,"Em quais circunstâncias um funcionário da USP é inelegível para obter licença para cuidar de assuntos pessoais, participar de torneios esportivos amadores ou trabalhar temporariamente em outra universidade?"
766,"Até quando um coorientador pode ser credenciado em um programa de doutorado direto na USP?"
1440,"Por quanto tempo os professores titulares e suplentes podem servir na Comissão de Pós-Graduação da USP e eles podem ser reconduzidos para novos mandatos?"
627,"Quais são os requisitos necessários para um estudante se qualificar para as vagas reservadas sob as Políticas de Ações Afirmativas da USP, mais especificamente nas categorias de alunos oriundos de Escola Pública e de estudantes que se identificam como Pretos, Pardos ou Indígenas?"
1345,"Como deve ser feita a comunicação dos critérios de equivalência de diplomas uma vez que o Conselho de Graduação da USP os tenha aprovado?"
